capability_label,feature,source_strategy,source_kind
The product provides the product provides NISTSP500-267 nut.,The product provides the product provides NISTSP500-267 nut.,text_extraction_agent,raw_text
The product provides the product provides AllconnectorssupportPoE.,The product provides the product provides AllconnectorssupportPoE.,text_extraction_agent,raw_text
The product provides the product provides Cybersecurity.,The product provides the product provides Cybersecurity.,text_extraction_agent,raw_text
"The product provides the product provides ETSIEN303645,BSIITSecurityLabel Storage.","The product provides the product provides ETSIEN303645,BSIITSecurityLabel Storage.",text_extraction_agent,raw_text
The product provides the product provides SupportformicroSD/microSDHC/microSDXCcardwith.,The product provides the product provides SupportformicroSD/microSDHC/microSDXCcardwith.,text_extraction_agent,raw_text
The product provides the product provides UHSSpeedClassU1.,The product provides the product provides UHSSpeedClassU1.,text_extraction_agent,raw_text
The product provides the product provides Supportforrecordingtonetwork-attachedstorage.,The product provides the product provides Supportforrecordingtonetwork-attachedstorage.,text_extraction_agent,raw_text
The product provides the product provides (NAS).,The product provides the product provides (NAS).,text_extraction_agent,raw_text
The product provides the product provides ForSDcardandNASrecommendationsseeaxis.com.,The product provides the product provides ForSDcardandNASrecommendationsseeaxis.com.,text_extraction_agent,raw_text
The product provides the product provides Edge security.,The product provides the product provides Edge security.,text_extraction_agent,raw_text
"The product provides the product provides Software:SignedOS,bruteforcedelayprotection,.","The product provides the product provides Software:SignedOS,bruteforcedelayprotection,.",text_extraction_agent,raw_text
The product provides the product provides digestauthenticationandOAuth2.0RFC6749Client Operating conditions.,The product provides the product provides digestauthenticationandOAuth2.0RFC6749Client Operating conditions.,text_extraction_agent,raw_text
The product provides the product provides CredentialFlow/OpenIDAuthorizationCodeFlowfor -30°Cto55°C(-22°Fto131°F).,The product provides the product provides CredentialFlow/OpenIDAuthorizationCodeFlowfor -30°Cto55°C(-22°Fto131°F).,text_extraction_agent,raw_text
"The product provides the product provides centralizedADFSaccountmanagement,password Maximum(intermittent):70°C(158°F).","The product provides the product provides centralizedADFSaccountmanagement,password Maximum(intermittent):70°C(158°F).",text_extraction_agent,raw_text
"The product provides the product provides protection,AES-XTS-Plain64256bitSDcardencryption Humidity:10-100%RH(condensing).","The product provides the product provides protection,AES-XTS-Plain64256bitSDcardencryption Humidity:10-100%RH(condensing).",text_extraction_agent,raw_text
The product provides the product provides Hardware:AxisEdgeVaultcybersecurityplatform.,The product provides the product provides Hardware:AxisEdgeVaultcybersecurityplatform.,text_extraction_agent,raw_text
"The product provides the product provides Secureelement(CCEAL6+),system-on-chipsecurity.","The product provides the product provides Secureelement(CCEAL6+),system-on-chipsecurity.",text_extraction_agent,raw_text
"The product provides the product provides (TEE),AxisdeviceID,securekeystore,signedvideo, Storage conditions.","The product provides the product provides (TEE),AxisdeviceID,securekeystore,signedvideo, Storage conditions.",text_extraction_agent,raw_text
"The product provides the product provides secureboot,encryptedfilesystem(AES-XTS-Plain64 -40°Cto65°C(-40°Fto149°F).","The product provides the product provides secureboot,encryptedfilesystem(AES-XTS-Plain64 -40°Cto65°C(-40°Fto149°F).",text_extraction_agent,raw_text
The product provides the product provides 256bit).,The product provides the product provides 256bit).,text_extraction_agent,raw_text
The product provides the product provides Dimensions.,The product provides the product provides Dimensions.,text_extraction_agent,raw_text
"The product provides the product provides Network security Height:50mm(1.97in),ø110mm(4.33in).","The product provides the product provides Network security Height:50mm(1.97in),ø110mm(4.33in).",text_extraction_agent,raw_text
"The product provides the product provides IEEE802.1x(EAP-TLS,PEAP-MSCHAPv2)4,.","The product provides the product provides IEEE802.1x(EAP-TLS,PEAP-MSCHAPv2)4,.",text_extraction_agent,raw_text
"The product provides the product provides IEEE802.1AE(MACsecPSK/EAP-TLS),IEEE802.1AR,.","The product provides the product provides IEEE802.1AE(MACsecPSK/EAP-TLS),IEEE802.1AR,.",text_extraction_agent,raw_text
The product provides the product provides Weight.,The product provides the product provides Weight.,text_extraction_agent,raw_text
"The product provides the product provides HTTPS/HSTS4,TLSv1.2/v1.34,NetworkTimeSecurity.","The product provides the product provides HTTPS/HSTS4,TLSv1.2/v1.34,NetworkTimeSecurity.",text_extraction_agent,raw_text
The product provides the product provides 241g(0.53lb).,The product provides the product provides 241g(0.53lb).,text_extraction_agent,raw_text
"The product provides the product provides (NTS),X.509CertificatePKI,host-basedfirewall.","The product provides the product provides (NTS),X.509CertificatePKI,host-basedfirewall.",text_extraction_agent,raw_text
The product provides the product provides Boxcontent.,The product provides the product provides Boxcontent.,text_extraction_agent,raw_text
The product provides the product provides Documentation.,The product provides the product provides Documentation.,text_extraction_agent,raw_text
"The product provides the product provides Camera,Installationguide,Windows®decoder1-user.","The product provides the product provides Camera,Installationguide,Windows®decoder1-user.",text_extraction_agent,raw_text
The product provides the product provides AXISHardeningGuide.,The product provides the product provides AXISHardeningGuide.,text_extraction_agent,raw_text
"The product provides the product provides license,lenstool.","The product provides the product provides license,lenstool.",text_extraction_agent,raw_text
The product provides the product provides AXISVulnerabilityManagementPolicy.,The product provides the product provides AXISVulnerabilityManagementPolicy.,text_extraction_agent,raw_text
The product provides the product provides AXISSecurityDevelopmentModel.,The product provides the product provides AXISSecurityDevelopmentModel.,text_extraction_agent,raw_text
The product provides the product provides AXISOSSoftwareBillofMaterial(SBOM) Optional accessories.,The product provides the product provides AXISOSSoftwareBillofMaterial(SBOM) Optional accessories.,text_extraction_agent,raw_text
"The product provides the product provides Todownloaddocuments,gotoaxis.com/support/ Lenses.","The product provides the product provides Todownloaddocuments,gotoaxis.com/support/ Lenses.",text_extraction_agent,raw_text
"The product provides the product provides cybersecurity/resources LensM122.1mm,F2.2:horizontalfieldofview145°.","The product provides the product provides cybersecurity/resources LensM122.1mm,F2.2:horizontalfieldofview145°.",text_extraction_agent,raw_text
"The product provides the product provides ToreadmoreaboutAxiscybersecuritysupport,goto LensM122.8mm,F1.2:horizontalfieldofview107°.","The product provides the product provides ToreadmoreaboutAxiscybersecuritysupport,goto LensM122.8mm,F1.2:horizontalfieldofview107°.",text_extraction_agent,raw_text
"The product provides the product provides axis.com/cybersecurity LensM123.6mm,F2.0:horizontalfieldofview88°.","The product provides the product provides axis.com/cybersecurity LensM123.6mm,F2.0:horizontalfieldofview88°.",text_extraction_agent,raw_text
"The product provides the product provides LensM126mm,F1.6:horizontalfieldofview51°.","The product provides the product provides LensM126mm,F1.6:horizontalfieldofview51°.",text_extraction_agent,raw_text
"The product provides the product provides General LensM128mm,F1.6:horizontalfieldofview39°.","The product provides the product provides General LensM128mm,F1.6:horizontalfieldofview39°.",text_extraction_agent,raw_text
The product provides the product provides Other.,The product provides the product provides Other.,text_extraction_agent,raw_text
"The product provides the product provides AXIST94D01SMountBracket,.","The product provides the product provides AXIST94D01SMountBracket,.",text_extraction_agent,raw_text
"The product provides the product provides Casing AXIST94D02SCurvedMountBracket,.","The product provides the product provides Casing AXIST94D02SCurvedMountBracket,.",text_extraction_agent,raw_text
"The product provides the product provides IP66/67-andIK10-ratedaluminumandpolycarbonate NetworkcouplerIP66,Networkcablecouplerindoor,.","The product provides the product provides IP66/67-andIK10-ratedaluminumandpolycarbonate NetworkcouplerIP66,Networkcablecouplerindoor,.",text_extraction_agent,raw_text
"The product provides the product provides casing TM3101PendantWallMount,AXISTP3826-Ehousing,.","The product provides the product provides casing TM3101PendantWallMount,AXISTP3826-Ehousing,.",text_extraction_agent,raw_text
"The product provides the product provides TP3827ClearDomeCover,TP3830TopBlackCover.","The product provides the product provides TP3827ClearDomeCover,TP3830TopBlackCover.",text_extraction_agent,raw_text
"The product provides the product provides Formoreaccessories,seeaxis.com/products/axis-.","The product provides the product provides Formoreaccessories,seeaxis.com/products/axis-.",text_extraction_agent,raw_text
The product provides the product provides Mounting.,The product provides the product provides Mounting.,text_extraction_agent,raw_text
The product provides the product provides m3905-r#accessories.,The product provides the product provides m3905-r#accessories.,text_extraction_agent,raw_text
The product provides the product provides Insidevehicles.,The product provides the product provides Insidevehicles.,text_extraction_agent,raw_text
The product provides the product provides System tools.,The product provides the product provides System tools.,text_extraction_agent,raw_text
"The product provides the product provides AXISSiteDesigner,AXISDeviceManager,product.","The product provides the product provides AXISSiteDesigner,AXISDeviceManager,product.",text_extraction_agent,raw_text
"The product provides the product provides selector,accessoryselector,lenscalculator.","The product provides the product provides selector,accessoryselector,lenscalculator.",text_extraction_agent,raw_text
The product provides the product provides Availableataxis.com.,The product provides the product provides Availableataxis.com.,text_extraction_agent,raw_text
The product provides the product provides Languages.,The product provides the product provides Languages.,text_extraction_agent,raw_text
"The product provides the product provides English,German,French,Spanish,Italian,Russian,.","The product provides the product provides English,German,French,Spanish,Italian,Russian,.",text_extraction_agent,raw_text
"The product provides the product provides SimplifiedChinese,Japanese,Korean,Portuguese,.","The product provides the product provides SimplifiedChinese,Japanese,Korean,Portuguese,.",text_extraction_agent,raw_text
"The product provides the product provides Polish,TraditionalChinese,Dutch,Czech,Swedish,.","The product provides the product provides Polish,TraditionalChinese,Dutch,Czech,Swedish,.",text_extraction_agent,raw_text
"The product provides the product provides Finnish,Turkish,Thai,Vietnamese.","The product provides the product provides Finnish,Turkish,Thai,Vietnamese.",text_extraction_agent,raw_text
The product provides the product provides Warranty.,The product provides the product provides Warranty.,text_extraction_agent,raw_text
"The product provides the product provides 5-yearwarranty,seeaxis.com/warranty.","The product provides the product provides 5-yearwarranty,seeaxis.com/warranty.",text_extraction_agent,raw_text
The product provides the product provides Partnumbers.,The product provides the product provides Partnumbers.,text_extraction_agent,raw_text
The product provides the product provides Availableataxis.com/products/axis-m3905-r#part-.,The product provides the product provides Availableataxis.com/products/axis-m3905-r#part-.,text_extraction_agent,raw_text
The product provides the product provides numbers.,The product provides the product provides numbers.,text_extraction_agent,raw_text
The product provides the product provides Sustainability.,The product provides the product provides Sustainability.,text_extraction_agent,raw_text
The product provides the product provides Substancecontrol.,The product provides the product provides Substancecontrol.,text_extraction_agent,raw_text
"The product provides the product provides PVCfree,BFR/CFRfree.","The product provides the product provides PVCfree,BFR/CFRfree.",text_extraction_agent,raw_text
The product provides the product provides RoHSinaccordancewithEURoHSDirective2011/65/.,The product provides the product provides RoHSinaccordancewithEURoHSDirective2011/65/.,text_extraction_agent,raw_text
The product provides the product provides EU/andEN63000:2018.,The product provides the product provides EU/andEN63000:2018.,text_extraction_agent,raw_text
The product provides the product provides REACHinaccordancewith(EC)No1907/2006.ForSCIP.,The product provides the product provides REACHinaccordancewith(EC)No1907/2006.ForSCIP.,text_extraction_agent,raw_text
"The product provides the product provides UUID,seeaxis.com/partner.","The product provides the product provides UUID,seeaxis.com/partner.",text_extraction_agent,raw_text
The product provides the product provides Materials.,The product provides the product provides Materials.,text_extraction_agent,raw_text
The product provides the product provides Recycledaluminum:95%.,The product provides the product provides Recycledaluminum:95%.,text_extraction_agent,raw_text
The product provides the product provides ScreenedforconflictmineralsinaccordancewithOECD.,The product provides the product provides ScreenedforconflictmineralsinaccordancewithOECD.,text_extraction_agent,raw_text
The product provides the product provides guidelines.,The product provides the product provides guidelines.,text_extraction_agent,raw_text
"The product provides the product provides ToreadmoreaboutsustainabilityatAxis,gotoaxis.","The product provides the product provides ToreadmoreaboutsustainabilityatAxis,gotoaxis.",text_extraction_agent,raw_text
The product provides the product provides com/about-axis/sustainability.,The product provides the product provides com/about-axis/sustainability.,text_extraction_agent,raw_text
The product provides the product provides Environmentalresponsibility.,The product provides the product provides Environmentalresponsibility.,text_extraction_agent,raw_text
The product provides the product provides axis.com/environmental-responsibility.,The product provides the product provides axis.com/environmental-responsibility.,text_extraction_agent,raw_text
The product provides the product provides AxisCommunicationsisasignatoryoftheUNGlobal.,The product provides the product provides AxisCommunicationsisasignatoryoftheUNGlobal.,text_extraction_agent,raw_text
"The product provides the product provides Compact,readmoreatunglobalcompact.org.","The product provides the product provides Compact,readmoreatunglobalcompact.org.",text_extraction_agent,raw_text
"The product provides the product provides Detect,Observe,Recognize, Identify(DORI).","The product provides the product provides Detect,Observe,Recognize, Identify(DORI).",text_extraction_agent,raw_text
The product provides the product provides Axis calculates the DORI values using pixel densities for.,The product provides the product provides Axis calculates the DORI values using pixel densities for.,text_extraction_agent,raw_text
The product provides the product provides different use cases as recommended by the EN-62676-4.,The product provides the product provides different use cases as recommended by the EN-62676-4.,text_extraction_agent,raw_text
The product provides the product provides standard. The calculations use the center of the image as.,The product provides the product provides standard. The calculations use the center of the image as.,text_extraction_agent,raw_text
The product provides the product provides the reference point and consider lens distortion. The.,The product provides the product provides the reference point and consider lens distortion. The.,text_extraction_agent,raw_text
The product provides the product provides possibility to recognize or identify a person or object.,The product provides the product provides possibility to recognize or identify a person or object.,text_extraction_agent,raw_text
"The product provides the product provides depends on factors such as object motion, video.","The product provides the product provides depends on factors such as object motion, video.",text_extraction_agent,raw_text
"The product provides the product provides compression, lighting conditions, and camera focus. Use.","The product provides the product provides compression, lighting conditions, and camera focus. Use.",text_extraction_agent,raw_text
The product provides the product provides margins when planning. The pixel density varies across.,The product provides the product provides margins when planning. The pixel density varies across.,text_extraction_agent,raw_text
"The product provides the product provides the image, and the calculated values can differ from the.","The product provides the product provides the image, and the calculated values can differ from the.",text_extraction_agent,raw_text
The product provides the product provides distancesintherealworld.,The product provides the product provides distancesintherealworld.,text_extraction_agent,raw_text
The product provides the product provides www.axis.com T10184436/EN/M22.2/202511.,The product provides the product provides www.axis.com T10184436/EN/M22.2/202511.,text_extraction_agent,raw_text
The product provides the product provides Highlightedcapabilities.,The product provides the product provides Highlightedcapabilities.,text_extraction_agent,raw_text
"The product provides the product provides Axis EdgeVault color may be the critical factor to identify a person, an.","The product provides the product provides Axis EdgeVault color may be the critical factor to identify a person, an.",text_extraction_agent,raw_text
"The product provides the product provides object,oravehicle.","The product provides the product provides object,oravehicle.",text_extraction_agent,raw_text
The product provides the product provides Axis Edge Vault is the hardware-based cybersecurity.,The product provides the product provides Axis Edge Vault is the hardware-based cybersecurity.,text_extraction_agent,raw_text
The product provides the product provides platform that safeguards the Axis device. It forms the.,The product provides the product provides platform that safeguards the Axis device. It forms the.,text_extraction_agent,raw_text
"The product provides the product provides Formoreinformation,seeaxis.com/glossary.","The product provides the product provides Formoreinformation,seeaxis.com/glossary.",text_extraction_agent,raw_text
The product provides the product provides foundation that all secure operations depend on and.,The product provides the product provides foundation that all secure operations depend on and.,text_extraction_agent,raw_text
"The product provides the product provides offer features to protect the device’s identity, safeguard.","The product provides the product provides offer features to protect the device’s identity, safeguard.",text_extraction_agent,raw_text
The product provides the product provides its integrity and protect sensitive information from.,The product provides the product provides its integrity and protect sensitive information from.,text_extraction_agent,raw_text
"The product provides the product provides unauthorized access. For instance, secure boot ensures.","The product provides the product provides unauthorized access. For instance, secure boot ensures.",text_extraction_agent,raw_text
"The product provides the product provides that a device can boot only with signed OS, which.","The product provides the product provides that a device can boot only with signed OS, which.",text_extraction_agent,raw_text
The product provides the product provides prevents physical supply chain tampering. With signed.,The product provides the product provides prevents physical supply chain tampering. With signed.,text_extraction_agent,raw_text
"The product provides the product provides OS, the device is also able to validate new device.","The product provides the product provides OS, the device is also able to validate new device.",text_extraction_agent,raw_text
The product provides the product provides software before accepting to install it. And the secure.,The product provides the product provides software before accepting to install it. And the secure.,text_extraction_agent,raw_text
The product provides the product provides keystore is the critical building-block for protecting.,The product provides the product provides keystore is the critical building-block for protecting.,text_extraction_agent,raw_text
The product provides the product provides cryptographic information used for secure.,The product provides the product provides cryptographic information used for secure.,text_extraction_agent,raw_text
"The product provides the product provides communication (IEEE 802.1X, HTTPS, Axis device ID,.","The product provides the product provides communication (IEEE 802.1X, HTTPS, Axis device ID,.",text_extraction_agent,raw_text
The product provides the product provides access control keys etc.) against malicious extraction in.,The product provides the product provides access control keys etc.) against malicious extraction in.,text_extraction_agent,raw_text
The product provides the product provides the event of a security breach. The secure keystore and.,The product provides the product provides the event of a security breach. The secure keystore and.,text_extraction_agent,raw_text
The product provides the product provides secure connections are provided through a Common.,The product provides the product provides secure connections are provided through a Common.,text_extraction_agent,raw_text
The product provides the product provides Criteria or FIPS 140 certified hardware-based.,The product provides the product provides Criteria or FIPS 140 certified hardware-based.,text_extraction_agent,raw_text
The product provides the product provides cryptographiccomputingmodule.,The product provides the product provides cryptographiccomputingmodule.,text_extraction_agent,raw_text
"The product provides the product provides Furthermore, signed video ensures that video evidence.","The product provides the product provides Furthermore, signed video ensures that video evidence.",text_extraction_agent,raw_text
The product provides the product provides can be verified as untampered. Each camera uses its.,The product provides the product provides can be verified as untampered. Each camera uses its.,text_extraction_agent,raw_text
"The product provides the product provides unique video signing key, which is securely stored in the.","The product provides the product provides unique video signing key, which is securely stored in the.",text_extraction_agent,raw_text
"The product provides the product provides secure keystore, to add a signature into the video stream.","The product provides the product provides secure keystore, to add a signature into the video stream.",text_extraction_agent,raw_text
The product provides the product provides allowingvideotobetracedbacktotheAxiscamerafrom.,The product provides the product provides allowingvideotobetracedbacktotheAxiscamerafrom.,text_extraction_agent,raw_text
The product provides the product provides whereitoriginated.,The product provides the product provides whereitoriginated.,text_extraction_agent,raw_text
"The product provides the product provides To read more about Axis Edge Vault, go to axis.com/.","The product provides the product provides To read more about Axis Edge Vault, go to axis.com/.",text_extraction_agent,raw_text
The product provides the product provides solutions/edge-vault.,The product provides the product provides solutions/edge-vault.,text_extraction_agent,raw_text
The product provides the product provides Zipstream.,The product provides the product provides Zipstream.,text_extraction_agent,raw_text
The product provides the product provides The Axis Zipstream technology preserves all the.,The product provides the product provides The Axis Zipstream technology preserves all the.,text_extraction_agent,raw_text
The product provides the product provides important forensic in the video stream while lowering.,The product provides the product provides important forensic in the video stream while lowering.,text_extraction_agent,raw_text
The product provides the product provides bandwidth and storage requirements by an average of.,The product provides the product provides bandwidth and storage requirements by an average of.,text_extraction_agent,raw_text
The product provides 50%. Zipstream also includes three intelligent.,The product provides 50%. Zipstream also includes three intelligent.,text_extraction_agent,raw_text
"The product provides the product provides algorithms, which ensure that relevant forensic.","The product provides the product provides algorithms, which ensure that relevant forensic.",text_extraction_agent,raw_text
"The product provides the product provides information is identified, recorded, and sent in full.","The product provides the product provides information is identified, recorded, and sent in full.",text_extraction_agent,raw_text
The product provides the product provides resolutionandframerate.,The product provides the product provides resolutionandframerate.,text_extraction_agent,raw_text
The product provides the product provides ForensicWDR.,The product provides the product provides ForensicWDR.,text_extraction_agent,raw_text
The product provides the product provides Axis cameras with wide dynamic range (WDR).,The product provides the product provides Axis cameras with wide dynamic range (WDR).,text_extraction_agent,raw_text
The product provides the product provides technology make the difference between seeing.,The product provides the product provides technology make the difference between seeing.,text_extraction_agent,raw_text
The product provides the product provides important forensic details clearly and seeing nothing but.,The product provides the product provides important forensic details clearly and seeing nothing but.,text_extraction_agent,raw_text
The product provides the product provides a blur in challenging light conditions. The difference.,The product provides the product provides a blur in challenging light conditions. The difference.,text_extraction_agent,raw_text
The product provides the product provides between the darkest and the brightest spots can spell.,The product provides the product provides between the darkest and the brightest spots can spell.,text_extraction_agent,raw_text
The product provides the product provides trouble for image usability and clarity. Forensic WDR.,The product provides the product provides trouble for image usability and clarity. Forensic WDR.,text_extraction_agent,raw_text
The product provides the product provides effectively reduces visible noise and artifacts to deliver.,The product provides the product provides effectively reduces visible noise and artifacts to deliver.,text_extraction_agent,raw_text
The product provides the product provides videotunedformaximalforensicusability.,The product provides the product provides videotunedformaximalforensicusability.,text_extraction_agent,raw_text
The product provides the product provides Lightfinder.,The product provides the product provides Lightfinder.,text_extraction_agent,raw_text
"The product provides the product provides The Axis Lightfinder technology delivers high-resolution,.","The product provides the product provides The Axis Lightfinder technology delivers high-resolution,.",text_extraction_agent,raw_text
The product provides the product provides full-color video with a minimum of motion blur even in.,The product provides the product provides full-color video with a minimum of motion blur even in.,text_extraction_agent,raw_text
"The product provides the product provides near darkness. Because it strips away noise, Lightfinder.","The product provides the product provides near darkness. Because it strips away noise, Lightfinder.",text_extraction_agent,raw_text
The product provides the product provides makes dark areas in a scene visible and captures details.,The product provides the product provides makes dark areas in a scene visible and captures details.,text_extraction_agent,raw_text
The product provides the product provides in very low light. Cameras with Lightfinder discern color.,The product provides the product provides in very low light. Cameras with Lightfinder discern color.,text_extraction_agent,raw_text
"The product provides the product provides in low light better than the human eye. In surveillance,.","The product provides the product provides in low light better than the human eye. In surveillance,.",text_extraction_agent,raw_text
"The product provides the product provides ©2022–2025AxisCommunicationsAB.AXISCOMMUNICATIONS,AXIS,ARTPECandVAPIXareregisteredtrademarksof.","The product provides the product provides ©2022–2025AxisCommunicationsAB.AXISCOMMUNICATIONS,AXIS,ARTPECandVAPIXareregisteredtrademarksof.",text_extraction_agent,raw_text
The product provides the product provides AxisABinvariousjurisdictions.Allothertrademarksarethepropertyoftheirrespectiveowners.Wereservetherightto.,The product provides the product provides AxisABinvariousjurisdictions.Allothertrademarksarethepropertyoftheirrespectiveowners.Wereservetherightto.,text_extraction_agent,raw_text
The product provides the product provides introducemodificationswithoutnotice.,The product provides the product provides introducemodificationswithoutnotice.,text_extraction_agent,raw_text
